epoch,loss,accuracy,val_loss,val_accuracy
1,4.293802738189697,0.033036183565855026,4.217639923095703,0.04991087317466736
2,3.9923324584960938,0.057787101715803146,3.842395305633545,0.09150326997041702
3,3.7149651050567627,0.07792343944311142,3.5029828548431396,0.14260248839855194
4,3.4619390964508057,0.11043523997068405,3.3041980266571045,0.162804514169693
5,3.2638018131256104,0.13780806958675385,3.0677404403686523,0.2192513346672058
6,3.0981616973876953,0.16182485222816467,2.835542917251587,0.2578728497028351
7,2.93098783493042,0.19800734519958496,2.696833372116089,0.32679739594459534
8,2.8170135021209717,0.21520712971687317,2.5967156887054443,0.3517528176307678
9,2.724240779876709,0.24037756025791168,2.4279849529266357,0.36720141768455505
10,2.6168885231018066,0.26187729835510254,2.3181943893432617,0.3767082691192627
11,2.5405771732330322,0.2831672728061676,2.282362222671509,0.40998217463493347
12,2.475383758544922,0.2929208278656006,2.2458913326263428,0.41592395305633545
13,2.39815616607666,0.3122181296348572,2.1234591007232666,0.45929887890815735
14,2.34259033203125,0.3201887905597687,2.0664854049682617,0.48366013169288635
15,2.2714695930480957,0.3432616591453552,1.968183994293213,0.4925727844238281
16,2.2096786499023438,0.362139493227005,1.870833396911621,0.5032680034637451
17,2.1414546966552734,0.3796539008617401,1.8228617906570435,0.51871657371521
18,2.09421443939209,0.39181962609291077,1.7457811832427979,0.5591205954551697
19,2.035733938217163,0.4078657627105713,1.6369636058807373,0.5769459009170532
20,1.9868414402008057,0.41908755898475647,1.6307833194732666,0.5882353186607361
21,1.955304503440857,0.42968013882637024,1.599748969078064,0.591800332069397
22,1.9041619300842285,0.44855794310569763,1.53644597530365,0.6167557835578918
23,1.8577712774276733,0.4590456187725067,1.5200175046920776,0.6197266578674316
24,1.8181629180908203,0.47152596712112427,1.4698240756988525,0.6327985525131226
25,1.813910961151123,0.4693235456943512,1.4816279411315918,0.626856803894043
26,1.7835689783096313,0.48411116003990173,1.4339286088943481,0.6476529836654663
27,1.740793228149414,0.49218669533729553,1.3978216648101807,0.6654782891273499
28,1.72663414478302,0.49334031343460083,1.3609625101089478,0.6434937715530396
29,1.7051500082015991,0.49900367856025696,1.3644555807113647,0.6601307392120361
30,1.6656992435455322,0.5095962285995483,1.3218506574630737,0.6571598052978516
31,1.6613904237747192,0.5138961672782898,1.3025749921798706,0.6595365405082703
32,1.6451616287231445,0.5179863572120667,1.3129991292953491,0.663695752620697
33,1.6123842000961304,0.523859441280365,1.2854682207107544,0.674390971660614
34,1.5936033725738525,0.5331934690475464,1.284023642539978,0.6791443824768066
35,1.571578860282898,0.538332462310791,1.229493498802185,0.6898396015167236
36,1.5624394416809082,0.5431568026542664,1.2322319746017456,0.6916220784187317
37,1.5460137128829956,0.5476664900779724,1.2061208486557007,0.6916220784187317
38,1.5325618982315063,0.5429470539093018,1.219304084777832,0.6916220784187317
39,1.5207501649856567,0.5556371212005615,1.2416049242019653,0.6904337406158447
40,1.5130263566970825,0.5562663674354553,1.1611196994781494,0.6981580257415771
41,1.4904788732528687,0.5625590085983276,1.1510920524597168,0.7023172974586487
42,1.4933825731277466,0.5716832876205444,1.1560282707214355,0.6981580257415771
43,1.4636781215667725,0.5678028464317322,1.1509675979614258,0.7082590460777283
44,1.471224069595337,0.5696905851364136,1.1390639543533325,0.7195484042167664
45,1.4370903968811035,0.5734661817550659,1.1425787210464478,0.7040998339653015
46,1.4283232688903809,0.575458824634552,1.1226332187652588,0.7260843515396118
47,1.4250630140304565,0.5835343599319458,1.1186450719833374,0.7082590460777283
48,1.419154405593872,0.5805978178977966,1.1138591766357422,0.724301815032959
49,1.4214099645614624,0.5855270028114319,1.1075981855392456,0.7100415825843811
50,1.3940683603286743,0.5881489515304565,1.1154513359069824,0.7112299203872681
51,1.3997955322265625,0.5945464372634888,1.08785080909729,0.7147949934005737
52,1.38307523727417,0.5976927280426025,1.0734426975250244,0.7225193381309509
53,1.3998533487319946,0.5945464372634888,1.0911060571670532,0.7183600664138794
54,1.3738311529159546,0.5986366271972656,1.0748400688171387,0.7165775299072266
55,1.3549524545669556,0.6040902137756348,1.0599186420440674,0.7195484042167664
56,1.3638194799423218,0.6058731079101562,1.0521819591522217,0.7266785502433777
57,1.3440130949020386,0.610487699508667,1.0552507638931274,0.7326202988624573
58,1.3446686267852783,0.6059779524803162,1.0586223602294922,0.7225193381309509
59,1.3370170593261719,0.6136339902877808,1.0237388610839844,0.7302436232566833
60,1.3327322006225586,0.6126900911331177,1.03781259059906,0.7290552854537964
61,1.3122035264968872,0.6230728626251221,1.0358996391296387,0.7278668880462646
62,1.2837246656417847,0.6207656264305115,1.0199187994003296,0.7445038557052612
63,1.300918459892273,0.6187729239463806,1.0323779582977295,0.7462863922119141
64,1.303971767425537,0.6199265718460083,0.9989350438117981,0.7403446435928345
65,1.284217119216919,0.6254850625991821,1.0098098516464233,0.7427213191986084
66,1.2999283075332642,0.6147876381874084,1.0226163864135742,0.7439096570014954
67,1.2836331129074097,0.6268484592437744,0.9999505877494812,0.733808696269989
68,1.2793196439743042,0.6284216046333313,1.00846529006958,0.7385621070861816
69,1.2929662466049194,0.6246460676193237,0.9957892894744873,0.7456921935081482
70,1.257480263710022,0.6337703466415405,0.9840103387832642,0.7480689287185669
71,1.2592540979385376,0.6370214819908142,0.9679049253463745,0.7563874125480652
72,1.2695833444595337,0.6304142475128174,0.9781080484390259,0.7492572665214539
73,1.2383288145065308,0.6435238718986511,0.9743718504905701,0.7427213191986084
74,1.2612472772598267,0.6349239349365234,0.9550341963768005,0.7546048760414124
75,1.240782380104065,0.6388043761253357,0.964495837688446,0.7468805909156799
76,1.2165658473968506,0.6512847542762756,0.9608921408653259,0.7409387826919556
77,1.2218165397644043,0.6447823643684387,0.9417781233787537,0.7540106773376465
78,1.2176138162612915,0.6462506651878357,0.9620387554168701,0.7468805909156799
79,1.2184748649597168,0.6482433080673218,0.9488798379898071,0.7551990747451782
80,1.2169419527053833,0.6509701013565063,0.9485722780227661,0.7504456043243408
