epoch	train_acc	valid_acc	train_loss	valid_loss
1.0	0.043838489800691605	0.09685086458921432	4.194276332855225	3.9242963790893555
2.0	0.10414263606071472	0.20915032923221588	3.687337875366211	3.4061267375946045
3.0	0.160671204328537	0.3309566378593445	3.255666971206665	2.869811773300171
4.0	0.23754587769508362	0.4087938070297241	2.8891196250915527	2.5324208736419678
5.0	0.3108547329902649	0.5044563412666321	2.5823416709899902	2.2075719833374023
6.0	0.3532249629497528	0.5644682049751282	2.3653180599212646	1.9189485311508179
7.0	0.4099632799625397	0.6019013524055481	2.1444225311279297	1.8155341148376465
8.0	0.45443105697631836	0.6221033930778503	1.9943780899047852	1.6375850439071655
9.0	0.479706346988678	0.6464646458625793	1.866161823272705	1.5142052173614502
10.0	0.5115888714790344	0.6702316999435425	1.7641732692718506	1.4193350076675415
11.0	0.5346617698669434	0.6874628663063049	1.6732901334762573	1.3274441957473755
12.0	0.5531200766563416	0.6981580257415771	1.5953854322433472	1.2539687156677246
13.0	0.569900393486023	0.7147949934005737	1.5534484386444092	1.2204241752624512
14.0	0.5855270028114319	0.7201426029205322	1.4888026714324951	1.1935603618621826
15.0	0.5957000255584717	0.7296494245529175	1.4516481161117554	1.137230634689331
16.0	0.6087047457695007	0.7260843515396118	1.3977506160736084	1.0998767614364624
17.0	0.6178290247917175	0.7332144975662231	1.3629056215286255	1.0751385688781738
18.0	0.6246460676193237	0.7415329813957214	1.3361411094665527	1.0549492835998535
19.0	0.6256948113441467	0.7415329813957214	1.3190858364105225	1.0285224914550781
20.0	0.6419507265090942	0.7528223395347595	1.2813416719436646	1.0105242729187012
21.0	0.6439433693885803	0.7450980544090271	1.2538671493530273	0.9917587041854858
22.0	0.6587309837341309	0.7516340017318726	1.220279574394226	0.969613790512085
23.0	0.6550602912902832	0.7563874125480652	1.2122489213943481	0.963151752948761
24.0	0.66166752576828	0.7611408233642578	1.1952837705612183	0.9718235731124878
25.0	0.6665967702865601	0.7653000354766846	1.1739252805709839	0.9212392568588257
26.0	0.6745674014091492	0.7635174989700317	1.1444123983383179	0.9330118894577026
27.0	0.6764551401138306	0.7765894532203674	1.1385445594787598	0.9018222689628601
28.0	0.6828526258468628	0.77183598279953	1.1227542161941528	0.8924249410629272
29.0	0.6835867762565613	0.7706476449966431	1.1107280254364014	0.90262770652771
30.0	0.6831672787666321	0.7748069167137146	1.1048216819763184	0.8746228218078613
31.0	0.6943891048431396	0.7742127180099487	1.0843172073364258	0.8737437725067139
32.0	0.6949134469032288	0.7813428640365601	1.0691572427749634	0.8626997470855713
33.0	0.6994231939315796	0.7759952545166016	1.0627119541168213	0.8468292355537415
34.0	0.6921866536140442	0.7855020761489868	1.0671817064285278	0.84209144115448
35.0	0.7083377242088318	0.7866904139518738	1.0350046157836914	0.853030264377594
36.0	0.7054011821746826	0.7920380234718323	1.0305240154266357	0.8317403793334961
37.0	0.7105401158332825	0.7890671491622925	1.0251415967941284	0.821207582950592
38.0	0.7058206796646118	0.7950088977813721	1.0121687650680542	0.7979229092597961
39.0	0.7130571603775024	0.7997623085975647	1.0160565376281738	0.8110825419425964
40.0	0.7184059023857117	0.7932263612747192	0.9957289099693298	0.8013631105422974
41.0	0.7227058410644531	0.7878788113594055	0.9904781579971313	0.801339864730835
42.0	0.7185107469558716	0.7902554869651794	0.995944619178772	0.7957075238227844
43.0	0.7215521931648254	0.7878788113594055	0.9875640273094177	0.797931432723999
44.0	0.7255374789237976	0.7979797720909119	0.9735917448997498	0.7800809144973755
45.0	0.7234399318695068	0.7956030964851379	0.9707932472229004	0.7716725468635559
46.0	0.7272155284881592	0.7991681694984436	0.9548676609992981	0.7680115699768066
47.0	0.7262716293334961	0.7979797720909119	0.9536686539649963	0.7649192810058594
48.0	0.7288935780525208	0.8039215803146362	0.9423324465751648	0.7624394297599792
49.0	0.7256423830986023	0.7997623085975647	0.9500059485435486	0.767571210861206
50.0	0.7298374176025391	0.8009507060050964	0.931000292301178	0.7622007131576538
51.0	0.7355008125305176	0.8039215803146362	0.9243107438087463	0.7564597129821777
52.0	0.7392763495445251	0.7997623085975647	0.9023909568786621	0.7453004717826843
53.0	0.7316203713417053	0.806892454624176	0.9261078834533691	0.7487143278121948
54.0	0.7394860982894897	0.8045157194137573	0.9090359210968018	0.7534210085868835
55.0	0.7426323890686035	0.8104575276374817	0.909105658531189	0.7435289025306702
56.0	0.7374934554100037	0.8092691898345947	0.8964956402778625	0.7282426357269287
57.0	0.7406397461891174	0.806892454624176	0.898173451423645	0.719923198223114
58.0	0.7445201873779297	0.8009507060050964	0.8877278566360474	0.7365702390670776
59.0	0.7346617579460144	0.8086749911308289	0.9100949764251709	0.7203527092933655
60.0	0.7486103773117065	0.8140226006507874	0.8797274231910706	0.7086580395698547
61.0	0.7447299361228943	0.81877601146698	0.8692744970321655	0.7132288217544556
62.0	0.7445201873779297	0.8098633289337158	0.8860369324684143	0.7171276211738586
63.0	0.7471421360969543	0.8169934749603271	0.8675901889801025	0.7140039801597595
64.0	0.7513371706008911	0.8169934749603271	0.8601834177970886	0.7127987742424011
65.0	0.7485055327415466	0.8074866533279419	0.8667339086532593	0.7250893115997314
66.0	0.7450445890426636	0.8169934749603271	0.8673539161682129	0.714923083782196
67.0	0.7511274218559265	0.8104575276374817	0.8656713962554932	0.7041242718696594
68.0	0.7560566067695618	0.8259060978889465	0.8395687341690063	0.7061001658439636
69.0	0.7581541538238525	0.8086749911308289	0.8429962992668152	0.7150906324386597
70.0	0.751861572265625	0.8169934749603271	0.8473499417304993	0.7039107084274292
71.0	0.7575249075889587	0.8241235613822937	0.8460543155670166	0.6848284006118774
72.0	0.7545883655548096	0.8175876140594482	0.8324707746505737	0.6953871846199036
73.0	0.7589932084083557	0.8140226006507874	0.818284273147583	0.6862735748291016
74.0	0.7555322647094727	0.8229352235794067	0.845183789730072	0.6870220899581909
75.0	0.7524908185005188	0.8175876140594482	0.8483824729919434	0.6971642971038818
76.0	0.7576298117637634	0.8122400641441345	0.8301849961280823	0.6907416582107544
77.0	0.7568956613540649	0.8163992762565613	0.8360934853553772	0.6880918741226196
78.0	0.7693759799003601	0.8259060978889465	0.8104289770126343	0.6766781806945801
