epoch	train_acc	valid_acc	train_loss	valid_loss
1.0	0.5473518371582031	0.8033273816108704	1.2056082487106323	0.6638580560684204
2.0	0.7661247849464417	0.8698752522468567	0.6913532018661499	0.46092966198921204
3.0	0.8259045481681824	0.8960190415382385	0.5430850982666016	0.38942408561706543
4.0	0.8489774465560913	0.903743326663971	0.4692072570323944	0.35367530584335327
5.0	0.8661772608757019	0.9061200022697449	0.4216449558734894	0.3365565240383148
6.0	0.875196635723114	0.9203802943229675	0.4002745449542999	0.30505701899528503
7.0	0.8835867643356323	0.9209744334220886	0.3798234462738037	0.29776015877723694
8.0	0.8902989029884338	0.9239453077316284	0.3622282147407532	0.3050712049007416
9.0	0.8966963887214661	0.9298871159553528	0.3332597017288208	0.2768898904323578
10.0	0.8988987803459167	0.9334521889686584	0.3284265100955963	0.26737168431282043
11.0	0.9079182147979736	0.9281045794487	0.31162771582603455	0.27565163373947144
12.0	0.9072889089584351	0.9304812550544739	0.30356350541114807	0.2627406418323517
13.0	0.9094913601875305	0.9364230632781982	0.291879266500473	0.25743213295936584
14.0	0.9165180921554565	0.9370172023773193	0.2774903178215027	0.2619173526763916
15.0	0.9187204837799072	0.9346405267715454	0.2731516361236572	0.25076770782470703
16.0	0.9210277795791626	0.9429590106010437	0.26943352818489075	0.24360965192317963
17.0	0.9207131862640381	0.9447415471076965	0.2563515305519104	0.23538075387477875
18.0	0.9201887845993042	0.939393937587738	0.2567092776298523	0.22628480195999146
19.0	0.924278974533081	0.9364230632781982	0.24694673717021942	0.23099398612976074
20.0	0.925327718257904	0.9435531497001648	0.24409504234790802	0.21773850917816162
21.0	0.9266911149024963	0.9423648118972778	0.2427223026752472	0.21951550245285034
22.0	0.9286838173866272	0.940582275390625	0.23171186447143555	0.22086401283740997
23.0	0.9274252653121948	0.9417706727981567	0.23369476199150085	0.23700661957263947
24.0	0.9324593544006348	0.9447415471076965	0.22038298845291138	0.2167665958404541
25.0	0.9319349527359009	0.9423648118972778	0.21996086835861206	0.22140397131443024
26.0	0.9317252039909363	0.9465240836143494	0.2187313288450241	0.21636760234832764
27.0	0.9347666501998901	0.9483066201210022	0.21260477602481842	0.2103470265865326
28.0	0.9359202980995178	0.9453356862068176	0.20477735996246338	0.22500669956207275
29.0	0.9351861476898193	0.9459298849105835	0.21320152282714844	0.21774055063724518
30.0	0.9381226897239685	0.9489007592201233	0.19772939383983612	0.21424081921577454
31.0	0.9415836334228516	0.952465832233429	0.1945914924144745	0.20367948710918427
32.0	0.9385421872138977	0.9494949579238892	0.19665366411209106	0.19680504500865936
33.0	0.9393812417984009	0.951277494430542	0.19411027431488037	0.20929841697216034
34.0	0.9445201754570007	0.9494949579238892	0.17960183322429657	0.20700952410697937
35.0	0.94483482837677	0.9500890970230103	0.18128149211406708	0.20890654623508453
36.0	0.9411641359329224	0.951277494430542	0.18611325323581696	0.20770961046218872
37.0	0.9394860863685608	0.9506832957267761	0.18480317294597626	0.20820200443267822
38.0	0.9436811804771423	0.9506832957267761	0.1767118275165558	0.2009902149438858
39.0	0.948400616645813	0.951277494430542	0.16991092264652252	0.21320740878582
40.0	0.94242262840271	0.9506832957267761	0.18106824159622192	0.20854057371616364
41.0	0.9436811804771423	0.9483066201210022	0.17861521244049072	0.21313336491584778
