epoch,loss,accuracy,val_loss,val_accuracy
1,2.878835678100586,0.11788149178028107,2.79691219329834,0.16042780876159668
2,2.6377692222595215,0.18070267140865326,2.485361337661743,0.3273915648460388
3,2.387087106704712,0.2571578323841095,2.1885712146759033,0.38562092185020447
4,2.2036378383636475,0.2979549169540405,1.9954230785369873,0.41889482736587524
5,2.081303596496582,0.3258521258831024,1.883779525756836,0.45157456398010254
6,1.9952305555343628,0.3455689549446106,1.8025933504104614,0.46999406814575195
7,1.9176467657089233,0.3696906268596649,1.7044756412506104,0.4800950586795807
8,1.8770015239715576,0.37482956051826477,1.644655704498291,0.48603683710098267
9,1.8306339979171753,0.3902464509010315,1.6156638860702515,0.5080214142799377
10,1.7803305387496948,0.3987414836883545,1.5720181465148926,0.5276292562484741
11,1.7436758279800415,0.4171997904777527,1.4962998628616333,0.5323826670646667
12,1.709044098854065,0.426848441362381,1.4554601907730103,0.5323826670646667
13,1.673758625984192,0.4349239766597748,1.4360233545303345,0.566250741481781
14,1.6412863731384277,0.4507603645324707,1.3958625793457031,0.5751634240150452
15,1.6260228157043457,0.4584163725376129,1.3950176239013672,0.5519905090332031
16,1.606736183166504,0.46470895409584045,1.3455039262771606,0.5846702456474304
17,1.5959638357162476,0.4677504003047943,1.3076801300048828,0.5846702456474304
18,1.5582799911499023,0.4782380759716034,1.335256814956665,0.5947712659835815
19,1.5226351022720337,0.49040377140045166,1.26923406124115,0.614973247051239
20,1.5234110355377197,0.49250131845474243,1.273037314414978,0.6108140349388123
21,1.4846365451812744,0.5017304420471191,1.2691863775253296,0.5929887294769287
22,1.4823583364486694,0.507288932800293,1.2356265783309937,0.639334499835968
23,1.4676086902618408,0.5094913244247437,1.2213528156280518,0.625668466091156
24,1.4419350624084473,0.5181961059570312,1.2032443284988403,0.6369578242301941
25,1.4326292276382446,0.5301520824432373,1.1727625131607056,0.6428995728492737
26,1.4221967458724976,0.5288935303688049,1.1967297792434692,0.6339869499206543
27,1.4090040922164917,0.5346617698669434,1.1597377061843872,0.6565656661987305
28,1.397252082824707,0.5407446026802063,1.157111406326294,0.6696375608444214
29,1.3816810846328735,0.544310450553894,1.1453872919082642,0.6577540040016174
30,1.357194423675537,0.5506030321121216,1.107447862625122,0.6833036541938782
31,1.3690747022628784,0.5522810816764832,1.0885640382766724,0.697563886642456
32,1.3430660963058472,0.5597273111343384,1.0883517265319824,0.6803327202796936
33,1.3405640125274658,0.5628736019134521,1.0803840160369873,0.6922162771224976
34,1.3071784973144531,0.5688515901565552,1.058225393295288,0.6833036541938782
35,1.3110570907592773,0.5788148641586304,1.0677074193954468,0.6904337406158447
36,1.3082571029663086,0.5704247355461121,1.04163658618927,0.7029114961624146
37,1.2840571403503418,0.5818563103675842,1.0369975566864014,0.7011289596557617
38,1.2883421182632446,0.5778710246086121,1.017411470413208,0.7035056352615356
39,1.2524181604385376,0.5888830423355103,0.9916110038757324,0.7088532447814941
40,1.249516248703003,0.5982170701026917,0.9993318915367126,0.7373737096786499
41,1.265376091003418,0.5944415330886841,0.9788452982902527,0.7219251394271851
42,1.2431875467300415,0.599475622177124,0.9976586103439331,0.7254902124404907
43,1.2286098003387451,0.6000000238418579,0.9682661294937134,0.7415329813957214
44,1.2203136682510376,0.6052438616752625,0.9642853140830994,0.7260843515396118
45,1.1905032396316528,0.6144729852676392,0.934025228023529,0.7397504448890686
46,1.2038590908050537,0.6083901524543762,0.9313730597496033,0.7480689287185669
