epoch	train_acc	valid_acc	train_loss	valid_loss
1.0	0.32094594836235046	0.449760764837265	1.990658164024353	1.3529677391052246
2.0	0.5713682174682617	0.7727272510528564	1.1019355058670044	0.7591155767440796
3.0	0.6925675868988037	0.8564593195915222	0.7829857468605042	0.5800298452377319
4.0	0.7326858043670654	0.8325358629226685	0.6644904613494873	0.48896920680999756
5.0	0.7858952879905701	0.8660287261009216	0.5762075185775757	0.4238109290599823
6.0	0.8243243098258972	0.8947368264198303	0.48853540420532227	0.37477877736091614
7.0	0.8399493098258972	0.89952152967453	0.4305112361907959	0.34369176626205444
8.0	0.8576858043670654	0.9186602830886841	0.38983067870140076	0.30392202734947205
9.0	0.8711993098258972	0.9114832282066345	0.3478964865207672	0.27965840697288513
10.0	0.8914695978164673	0.9258373379707336	0.3174901008605957	0.2588562071323395
11.0	0.8999155163764954	0.9377990365028381	0.3078966736793518	0.2542770802974701
12.0	0.9087837934494019	0.940191388130188	0.27555808424949646	0.22965121269226074
13.0	0.9176520109176636	0.9282296895980835	0.2485816478729248	0.23287932574748993
14.0	0.9176520109176636	0.9521530866622925	0.23770536482334137	0.2203524112701416
15.0	0.9290540814399719	0.9617224931716919	0.21948206424713135	0.20869150757789612
16.0	0.9332770109176636	0.9617224931716919	0.22024236619472504	0.20094826817512512
17.0	0.9311655163764954	0.9617224931716919	0.2094794362783432	0.19541898369789124
18.0	0.9370777010917664	0.9617224931716919	0.20167000591754913	0.18852144479751587
19.0	0.9438344836235046	0.9641148447990417	0.17921991646289825	0.18941985070705414
20.0	0.9467905163764954	0.9641148447990417	0.17293591797351837	0.19250795245170593
21.0	0.947212815284729	0.959330141544342	0.16085591912269592	0.18459449708461761
22.0	0.9539695978164673	0.9569377899169922	0.15686564147472382	0.17999818921089172
23.0	0.9510135054588318	0.9712918400764465	0.16141076385974884	0.1780238151550293
24.0	0.9467905163764954	0.9712918400764465	0.15990176796913147	0.17911481857299805
25.0	0.959037184715271	0.9688995480537415	0.14191599190235138	0.17240716516971588
26.0	0.9607263803482056	0.9688995480537415	0.1359461396932602	0.17928165197372437
27.0	0.9581925868988037	0.9736841917037964	0.14440204203128815	0.17006915807724
28.0	0.9657939076423645	0.959330141544342	0.1136094182729721	0.17301201820373535
29.0	0.9662162065505981	0.9688995480537415	0.11867743730545044	0.16966620087623596
30.0	0.9645270109176636	0.9736841917037964	0.11319991946220398	0.17299702763557434
31.0	0.9632601141929626	0.9712918400764465	0.11739662289619446	0.1696125864982605
32.0	0.9683277010917664	0.9688995480537415	0.10582365095615387	0.1599591076374054
33.0	0.9657939076423645	0.9665071964263916	0.11360901594161987	0.17599013447761536
34.0	0.9700168967247009	0.9712918400764465	0.11282138526439667	0.1663297563791275
35.0	0.9662162065505981	0.9712918400764465	0.11178334802389145	0.1692725419998169
36.0	0.9695945978164673	0.9712918400764465	0.10520084947347641	0.17460690438747406
37.0	0.9712837934494019	0.9736841917037964	0.0953957810997963	0.16747386753559113
