epoch,loss,accuracy,val_loss,val_accuracy
1,1.990658164024353,0.32094594836235046,1.3529677391052246,0.449760764837265
2,1.1019355058670044,0.5713682174682617,0.7591155767440796,0.7727272510528564
3,0.7829857468605042,0.6925675868988037,0.5800298452377319,0.8564593195915222
4,0.6644904613494873,0.7326858043670654,0.48896920680999756,0.8325358629226685
5,0.5762075185775757,0.7858952879905701,0.4238109290599823,0.8660287261009216
6,0.48853540420532227,0.8243243098258972,0.37477877736091614,0.8947368264198303
7,0.4305112361907959,0.8399493098258972,0.34369176626205444,0.89952152967453
8,0.38983067870140076,0.8576858043670654,0.30392202734947205,0.9186602830886841
9,0.3478964865207672,0.8711993098258972,0.27965840697288513,0.9114832282066345
10,0.3174901008605957,0.8914695978164673,0.2588562071323395,0.9258373379707336
11,0.3078966736793518,0.8999155163764954,0.2542770802974701,0.9377990365028381
12,0.27555808424949646,0.9087837934494019,0.22965121269226074,0.940191388130188
13,0.2485816478729248,0.9176520109176636,0.23287932574748993,0.9282296895980835
14,0.23770536482334137,0.9176520109176636,0.2203524112701416,0.9521530866622925
15,0.21948206424713135,0.9290540814399719,0.20869150757789612,0.9617224931716919
16,0.22024236619472504,0.9332770109176636,0.20094826817512512,0.9617224931716919
17,0.2094794362783432,0.9311655163764954,0.19541898369789124,0.9617224931716919
18,0.20167000591754913,0.9370777010917664,0.18852144479751587,0.9617224931716919
19,0.17921991646289825,0.9438344836235046,0.18941985070705414,0.9641148447990417
20,0.17293591797351837,0.9467905163764954,0.19250795245170593,0.9641148447990417
21,0.16085591912269592,0.947212815284729,0.18459449708461761,0.959330141544342
22,0.15686564147472382,0.9539695978164673,0.17999818921089172,0.9569377899169922
23,0.16141076385974884,0.9510135054588318,0.1780238151550293,0.9712918400764465
24,0.15990176796913147,0.9467905163764954,0.17911481857299805,0.9712918400764465
25,0.14191599190235138,0.959037184715271,0.17240716516971588,0.9688995480537415
26,0.1359461396932602,0.9607263803482056,0.17928165197372437,0.9688995480537415
27,0.14440204203128815,0.9581925868988037,0.17006915807724,0.9736841917037964
28,0.1136094182729721,0.9657939076423645,0.17301201820373535,0.959330141544342
29,0.11867743730545044,0.9662162065505981,0.16966620087623596,0.9688995480537415
30,0.11319991946220398,0.9645270109176636,0.17299702763557434,0.9736841917037964
31,0.11739662289619446,0.9632601141929626,0.1696125864982605,0.9712918400764465
32,0.10582365095615387,0.9683277010917664,0.1599591076374054,0.9688995480537415
33,0.11360901594161987,0.9657939076423645,0.17599013447761536,0.9665071964263916
34,0.11282138526439667,0.9700168967247009,0.1663297563791275,0.9712918400764465
35,0.11178334802389145,0.9662162065505981,0.1692725419998169,0.9712918400764465
36,0.10520084947347641,0.9695945978164673,0.17460690438747406,0.9712918400764465
37,0.0953957810997963,0.9712837934494019,0.16747386753559113,0.9736841917037964
